ID,EVENT_DATE
134,2017-05-29
135,2016-04-28
136,2016-01-12
137,2009-08-08
138,2003-06-18
139,2018-08-19
140,2012-04-16
141,2012-09-28
142,2007-08-25
143,2014-11-16
144,2007-05-06
145,2009-04-29
146,2015-12-29
147,2017-08-27
148,2016-02-05
149,2013-02-09
150,2017-06-24
151,2010-12-20
152,2009-06-07
153,2017-05-14
154,2004-02-21
155,2019-10-14
156,2013-07-22
157,2018-03-26
158,2017-05-29
159,2013-05-29
160,2005-12-22
161,2004-08-18
162,2018-08-10
163,2003-06-04
164,2017-03-14
165,2007-09-29
166,2009-07-07
167,2017-11-12
168,2019-02-27
169,2019-10-27
170,2005-07-01
171,2018-02-16
172,2019-08-06
173,2004-05-12
174,2011-06-24
175,2019-04-12
176,2008-08-09
177,2016-05-01
178,2018-07-16
179,2018-11-15
180,2011-09-21
181,2014-10-12
182,2012-09-21
183,2014-11-16
184,2012-03-06
185,2009-09-04
186,2016-07-21
187,2019-12-09
188,2019-06-03
189,2015-01-20
190,2018-10-27
191,2007-04-20
192,2005-11-19
193,2019-08-13
194,2002-08-21
195,1999-07-17
196,2006-04-01
197,2016-06-12
198,2014-10-18
199,2015-07-09
200,2012-04-10
201,2003-02-16
202,2010-10-14
203,2019-04-27
204,2011-07-01
205,2010-08-21
206,2011-08-18
207,2007-05-17
208,2007-07-07
209,2010-01-19
210,2015-12-28
211,2011-10-28
212,2012-06-17
213,2009-12-01
214,2012-01-18
215,2010-06-08
216,2017-06-19
217,2006-08-25
218,2012-12-11
219,2017-09-25
220,2019-10-23
221,2012-10-29
222,2003-03-06
223,2016-04-17
224,2013-03-14
225,2013-05-06
226,1998-01-20
227,2019-04-26
228,2013-11-17
229,2019-11-13
230,2016-12-04
231,2015-04-24
232,2017-03-20
233,2007-05-02
234,2010-12-24
235,2019-10-12
236,2002-12-03
237,2006-03-26
238,2017-08-11
239,2007-01-10
240,2013-05-21
241,2017-03-29
242,2017-06-07
243,2008-08-14
244,2010-09-16
245,2019-02-18
246,2004-12-13
247,2018-04-03
248,2006-10-26
249,2013-11-17
250,2004-10-25
251,2012-06-04
252,2016-06-13
253,2005-10-29
254,2019-10-29
255,2017-04-02
256,2019-05-27
257,2016-05-21
258,2009-08-18
259,2012-12-17
260,2013-06-24
261,2004-08-21
262,2016-05-11
263,2016-09-25
264,2019-09-28
265,2016-01-13
266,2016-09-29
267,2000-12-26
268,2014-08-16
269,2018-12-20
270,2008-08-19
271,2013-03-20
272,2014-09-16
273,2016-02-14
274,2015-02-01
275,2016-04-30
276,2016-11-07
277,2016-06-30
278,2012-12-03
279,2015-10-31
280,2010-03-31
281,2010-09-15
282,2013-12-23
283,2009-05-22
284,2013-06-08
285,2010-10-27
286,2012-03-16
287,2008-04-26
288,2017-12-18
289,2012-10-14
290,2003-11-24
291,2013-04-18
292,2019-10-19
293,2013-09-16
294,2001-05-14
295,2015-04-25
296,2010-01-27
297,2017-12-13
298,2005-06-24
299,2019-08-02
300,2017-05-02
301,2003-09-16
302,2018-07-24
303,2012-05-30
304,2009-08-08
305,2009-06-15
306,2017-05-29
307,2014-05-06
308,2016-01-31
309,2004-10-09
310,2018-12-20
311,2015-07-10
312,2012-12-17
313,2007-12-21
314,2018-07-06
315,2017-08-08
316,2015-07-12
317,2011-06-25
318,2005-06-07
319,2016-05-21
320,2017-02-14
321,2003-03-13
322,2002-06-14
323,2006-02-23
324,2017-09-19
325,2019-09-08
326,2014-08-24
327,2011-07-08
328,2005-01-11
329,2011-09-14
330,2007-12-15
331,2019-11-07
332,2006-11-09
333,2008-07-10
334,2014-05-13
335,2002-03-04
336,2008-09-22
337,2001-02-03
338,2007-11-03
339,2005-01-12
340,2018-05-05
341,2017-09-27
342,2016-02-03
343,2009-05-27
344,2012-06-13
345,2009-12-25
346,2011-12-28
347,2015-08-22
348,2013-05-04
349,2018-01-05
350,2018-11-01
351,2007-06-21
352,2018-09-03
353,2010-12-16
354,2012-11-23
355,2017-10-03
356,2008-12-22
357,2018-08-17
358,2007-06-13
359,2017-04-15
360,2004-10-05
361,2013-01-06
362,2012-08-25
363,2017-11-23
364,2005-05-05
365,2010-10-20
366,2007-11-02
367,2008-09-28
368,2011-03-21
369,2016-11-28
370,2012-07-26
371,2016-02-23
372,2005-09-02
373,2003-10-26
374,2008-10-23
375,2006-09-14
376,2015-05-10
377,2014-08-27
378,2017-04-06
379,2000-07-24
380,2005-02-24
381,2019-08-10
382,2016-02-22
383,2007-12-15
384,2009-05-24
385,2003-09-02
386,2005-08-04
387,2011-05-26
388,2015-12-07
389,2016-04-26
390,2015-10-11
391,2015-07-20
392,2013-09-09
393,2011-10-18
394,2005-01-17
395,2011-10-20
396,2019-06-05
397,2010-04-22
398,2001-01-03
399,1999-06-23
400,2018-11-25
401,2015-01-27
402,2018-04-06
403,2017-05-16
404,2017-01-01
405,2000-09-20
406,2012-06-24
407,2013-12-26
408,2007-02-25
409,2019-07-10
410,2010-02-10
411,2014-12-28
412,2019-09-19
413,2011-05-15
414,2010-02-24
415,2013-11-06
416,2017-03-17
417,2019-02-17
418,2012-08-19
419,2019-10-16
420,2014-08-07
421,2002-08-31
422,2002-08-15
423,2010-06-05
424,2009-05-09
425,2012-02-16
426,2008-02-22
427,2007-03-21
428,2011-02-18
429,2001-10-18
430,2017-10-13
431,2011-10-23
432,2015-09-11
433,2011-11-13
434,2019-10-30
435,2003-10-05
436,2019-06-07
437,2012-01-13
438,2011-02-09
439,2011-11-25
440,2019-05-27
441,2011-12-21
442,2009-07-07
443,2008-08-21
444,2008-06-29
445,2014-03-31
446,2019-07-17
447,2019-05-13
448,2013-07-28
449,2010-03-06
450,2008-02-24
451,2015-09-02
452,2002-03-11
453,2018-09-04
454,2007-10-11
455,2018-01-24
456,2019-01-07
457,2014-07-02
458,2013-09-10
459,2010-12-27
460,2011-01-10
461,2017-07-01
462,2019-03-02
463,2018-02-07
464,2010-12-13
465,2013-07-03
466,2007-08-03
467,2012-07-20
468,2001-06-30
469,2002-10-25
470,2003-10-26
471,2015-08-22
472,2005-05-06
473,2018-02-04
474,2011-05-20
475,2009-11-13
476,2013-02-11
477,2015-09-21
478,2009-07-10
479,2017-10-03
480,2019-02-24
481,2014-12-07
482,2019-07-09
483,2009-10-20
484,2016-08-02
485,2010-02-11
486,2019-01-21
487,2018-12-04
488,2002-06-18
489,2010-05-02
490,2005-03-20
491,2018-08-16
492,2012-08-20
493,2007-01-23
494,2015-11-03
495,2010-10-14
496,2019-01-09
497,2003-12-01
498,2018-10-31
499,2012-04-22
500,2013-12-15
501,2010-02-27
502,2007-11-03
503,2006-02-01
504,2019-03-11
505,2013-05-23
506,2018-06-05
507,2002-03-14
508,2010-12-04
509,2010-03-23
510,2015-05-08
511,2017-11-08
512,2007-08-07
513,2018-08-14
514,2007-08-23
515,2003-11-06
516,2009-04-03
517,2002-09-25
518,2013-07-20
519,2003-01-05
520,2018-07-13
521,2012-08-06
522,2008-05-31
523,2016-12-29
524,2016-07-20
525,2017-02-07
526,2010-12-15
527,2008-03-05
528,2013-03-27
529,2017-11-21
530,2017-04-23
531,2012-03-11
532,2016-11-06
533,2005-11-08
534,2015-04-11
535,2016-01-14
536,2002-11-15
537,2007-04-08
538,2004-06-17
539,2005-08-27
540,2014-06-18
541,1999-12-11
542,2010-10-12
543,2016-05-22
544,2017-06-20
545,2018-11-25
546,2006-12-29
547,2019-02-06
548,2019-05-29
549,2015-05-15
550,2011-10-14
551,2017-12-16
552,2011-09-11
553,2012-03-19
554,2018-10-12
555,2015-04-15
556,2004-03-01
557,2010-09-25
558,2015-10-26
559,2005-07-14
560,2005-03-10
561,2008-01-24
562,2011-01-17
563,2014-12-07
564,2013-04-20
565,2002-08-02
566,2008-06-16
567,2019-02-15
568,2017-09-21
569,2003-07-10
570,2017-10-17
571,2015-03-28
572,2012-04-05
573,2005-09-27
574,2009-06-28
575,2016-11-03
576,2013-12-31
577,2007-10-09
578,2012-03-12
579,2014-02-10
580,2014-08-27
581,2017-01-29
582,2013-03-26
583,2007-10-26
584,2002-07-15
585,2006-01-31
586,2017-08-08
587,2012-10-27
588,2018-02-23
589,2019-07-05
590,2009-11-04
591,2005-05-14
592,2012-12-22
593,2017-02-20
594,2006-08-16
595,2010-01-28
596,2003-09-24
597,2011-10-30
598,2013-04-03
599,2008-08-05
600,2004-11-19
601,2014-02-06
602,2014-11-08
603,2005-05-05
604,2013-07-19
605,2005-04-26
606,2015-03-16
607,2017-04-25
608,2018-05-24
609,2019-05-08
610,2011-07-22
611,2009-02-11
612,2005-06-04
613,2018-07-26
614,2005-06-20
615,2011-07-21
616,2011-10-14
617,2004-09-19
618,2019-04-01
619,2012-07-17
620,2005-01-23
621,2016-06-10
622,2017-11-07
623,2013-11-01
624,2003-04-24
625,2019-06-29
626,2007-11-06
627,2006-04-01
628,2011-09-16
629,2017-11-23
630,2004-09-06
631,2014-03-16
632,2009-01-31
633,2010-07-23
634,2011-10-30
635,2018-03-18
636,2012-09-21
637,2019-11-16
638,2019-05-01
639,2008-02-14
640,2011-05-03
641,2017-11-12
642,2005-06-06
643,2010-10-27
644,2017-06-26
645,2018-12-14
646,2018-02-14
647,2003-10-30
648,2012-07-05
649,2018-05-27
650,2006-02-18
651,2014-06-30
652,2017-12-28
653,2017-07-26
654,2014-01-21
655,2019-08-04
656,2013-04-07
657,2008-07-30
658,2013-04-29
659,2017-07-21
660,2014-03-14
661,2004-11-07
662,2016-10-07
663,2011-08-19
664,2010-01-16
665,2010-02-12
666,2013-12-01
667,2019-08-07
668,2017-11-26
669,2009-02-03
670,2013-09-15
671,2013-08-24
672,2014-12-13
673,2009-03-08
674,2011-11-10
675,2015-06-13
676,2001-06-05
677,2018-09-23
678,2015-10-24
679,2017-03-22
680,2013-06-19
681,2014-10-25
682,2016-10-23
683,1999-10-17
684,2010-10-16
685,2010-04-18
686,2016-07-06
687,2002-12-20
688,2017-03-18
689,2017-08-28
690,2001-10-27
691,2014-04-06
692,2018-06-22
693,2007-01-07
694,2016-12-04
695,2004-02-04
696,2006-06-02
697,2015-04-23
698,2014-11-24
699,2013-12-24
700,2013-06-15
701,2000-11-03
702,2019-08-27
703,2017-03-30
704,2016-04-14
705,2009-12-18
706,2016-01-18
707,2010-12-23
708,2010-09-09
709,2017-10-01
710,2011-08-16
711,2007-08-24
712,2003-10-21
713,2019-08-09
714,2009-07-11
715,2012-08-05
716,2012-08-22
717,2010-07-18
718,2018-04-07
719,2004-12-31
720,2018-02-05
721,2013-01-12
722,2018-09-04
723,2007-06-18
724,2007-10-11
725,2019-03-29
726,2012-05-11
727,2018-11-09
728,2014-10-28
729,2010-04-05
730,2004-12-23
731,2014-05-11
732,2017-05-05
733,2008-12-11
734,2011-03-13
735,2017-11-03
736,2009-09-01
737,2018-06-26
738,2012-01-05
739,2010-08-05
740,2019-08-24
741,2005-06-23
742,2015-08-10
743,2009-08-22
744,2011-09-16
745,2016-04-17
746,2019-10-02
747,2018-09-24
748,2016-07-12
749,2009-08-16
750,2015-11-12
751,2018-12-26
752,2017-01-29
753,2009-07-27
754,2019-04-28
755,2008-11-02
756,2010-03-21
757,2011-04-28
758,2013-08-09
759,2012-12-07
760,2005-05-17
761,2019-02-18
762,2010-06-18
763,2019-02-09
764,2011-05-12
765,2016-01-01
766,2006-05-02
767,2018-11-03
768,2008-12-08
769,2008-11-27
770,2003-01-19
771,2013-02-09
772,2001-12-18
773,2010-06-25
774,2017-05-04
775,2017-01-25
776,2019-04-10
777,2003-04-24
778,2009-06-21
779,2015-08-10
780,2016-11-10
781,2018-01-01
782,2015-12-08
783,2013-04-13
784,2016-02-07
785,2019-05-03
786,2004-06-17
787,2006-04-16
788,2017-04-24
789,2007-01-10
790,2015-01-22
791,2017-06-11
792,2015-10-09
793,2005-11-17
794,2018-05-11
795,2012-08-22
796,2016-07-13
797,2001-02-11
798,2010-08-22
799,2004-11-06
800,2007-12-26
801,2016-11-02
802,2018-03-22
803,2014-07-12
804,2016-07-09
805,1999-11-07
806,2009-12-01
807,2015-08-31
808,2019-10-10
809,1999-04-12
810,2017-01-14
811,2003-12-29
812,2017-11-23
813,2011-08-13
814,2011-04-01
815,2019-07-14
816,2015-08-19
817,2014-05-10
818,2016-03-26
819,2008-08-07
820,2016-07-22
821,2013-12-16
822,2015-02-17
823,2018-02-04
824,2012-08-10
825,2018-10-23
826,2005-10-22
827,2016-04-20
828,2003-06-14
829,2019-03-28
830,2012-11-30
831,2010-10-27
832,2015-09-22
833,2019-07-17
834,2015-11-24
835,2015-05-22
836,2009-02-20
837,2012-02-01
838,2013-01-30
839,2012-08-29
840,2008-04-24
841,2008-02-29
842,2017-11-10
843,2015-03-18
844,2016-01-25
845,2018-09-30
846,2008-06-11
847,2002-01-20
848,2018-10-21
849,2014-02-25
850,2001-10-08
851,2017-10-07
852,2013-04-21
853,2019-12-04
854,2008-06-10
855,2016-11-01
856,2017-10-25
857,2007-06-10
858,2015-05-30
859,2011-11-26
860,2006-11-01
861,2012-10-15
862,2004-01-20
863,2013-06-30
864,2007-03-29
865,2014-01-08
866,2019-03-25
867,2016-07-29
868,2017-07-22
869,2019-10-03
870,2003-12-04
871,2011-06-17
872,2003-05-16
873,2016-06-19
874,2010-01-09
875,2009-11-13
876,2009-10-22
877,2011-12-07
878,2004-04-30
879,2010-11-15
880,2003-08-23
881,2010-09-07
882,2019-07-12
883,2018-05-14
884,2010-04-23
885,2015-11-09
886,2003-01-06
887,2009-07-27
888,2014-01-09
889,2011-10-18
890,2019-05-25
891,2019-02-13
892,2017-06-21
893,2017-02-27
894,2013-02-10
895,2018-09-30
896,2009-12-05
897,2018-12-05
898,2007-07-04
899,2014-06-14
900,2016-11-04
901,2016-05-23
902,2017-04-16
903,2000-02-08
904,2019-06-03
905,2018-12-14
906,2019-01-06
907,2018-01-28
908,2018-09-14
909,2015-02-21
910,2015-11-01
911,2008-08-03
912,2006-06-26
913,2013-01-07
914,2014-09-08
915,2002-12-08
916,2019-10-30
917,2016-07-05
918,2019-12-15
919,2003-01-15
920,2012-05-16
921,2015-11-12
922,2015-05-14
923,2010-11-17
924,2001-09-11
925,2009-02-12
926,2009-02-10
927,2005-09-11
928,2008-05-06
929,2003-01-07
930,2003-06-25
931,2018-09-30
932,2011-04-28
933,2014-07-07
934,2003-06-25
935,2008-06-12
936,2004-09-06
937,2016-01-02
938,2015-06-24
939,2004-01-14
940,2001-03-07
941,2013-06-04
942,2017-04-19
943,2018-09-19
944,2019-11-29
945,2001-10-03
946,2009-08-10
947,2016-06-09
948,2015-12-15
949,2003-11-05
950,2016-12-31
951,2003-08-09
952,2016-03-18
953,2001-04-23
954,2015-06-13
955,2010-08-11
956,2004-12-12
957,2012-07-26
958,1999-11-09
959,2010-05-30
960,2009-11-04
961,2016-11-01
962,2019-03-25
963,2003-05-27
964,2018-07-15
965,2000-10-03
966,2018-10-16
967,2009-04-15
968,2000-07-16
969,2010-12-13
970,2017-05-02
971,2001-01-29
972,2016-06-05
973,2013-12-05
974,2019-07-16
975,2014-06-05
976,2014-09-16
977,2015-07-23
978,2013-11-27
979,2019-06-19
980,2007-03-18
981,2017-09-04
982,2007-07-07
983,2017-12-18
984,2019-05-15
985,2019-01-25
986,2009-10-26
987,2015-06-07
988,2017-08-07
989,2016-07-06
990,2012-04-23
991,2005-05-09
992,2007-03-31
993,2011-03-16
994,2013-08-22
995,2009-06-28
996,2019-10-05
997,2019-09-05
998,2011-07-02
999,2013-05-22
1000,2013-10-11
1001,2013-07-21
1002,2001-09-23
1003,2013-08-01
1004,2012-08-22
1005,2014-06-15
1006,2014-06-20
1007,2018-02-19
1008,2010-05-26
1009,2010-04-03
1010,2015-11-13
1011,2007-10-09
1012,2008-02-22
1013,2017-11-24
1014,2014-01-26
1015,2003-09-17
1016,2017-09-28
1017,2011-02-16
1018,2013-03-27
1019,2007-09-01
1020,2009-09-08
1021,2013-08-06
1022,2012-08-20
1023,2015-02-06
1024,2007-10-28
1025,2012-03-30
1026,2009-10-18
1027,2005-08-04
1028,2003-07-27
1029,2001-08-28
1030,2012-08-20
1031,2009-10-30
1032,1999-04-01
1033,2005-11-20
1034,2011-09-15
1035,2010-03-24
1036,2018-02-02
1037,2011-01-09
1038,2017-05-15
1039,2006-11-23
1040,2018-03-27
1041,2018-07-04
1042,2016-02-10
1043,2014-10-14
1044,2010-10-30
1045,2007-05-22
1046,2017-05-04
1047,2017-02-07
1048,2001-01-22
1049,2001-03-25
1050,2019-05-31
1051,2013-10-23
1052,2001-09-07
1053,2004-11-07
1054,2013-07-22
1055,2010-11-14
1056,2019-05-06
1057,2009-05-15
1058,2012-12-14
1059,2018-04-05
1060,2016-04-10
1061,2007-08-25
1062,2015-10-21
1063,2018-05-12
1064,2003-08-05
1065,2017-01-25
1066,2013-06-03
1067,2012-09-04
1068,2016-03-27
1069,2014-07-28
1070,2018-07-08
1071,2019-06-19
1072,2000-01-01
1073,2011-11-25
1074,2014-03-21
1075,2016-08-01
1076,2014-05-24
1077,2019-12-02
1078,2011-11-24
1079,2014-11-23
1080,2008-09-14
1081,2013-10-02
1082,2013-10-19
1083,2017-03-19
1084,2017-10-25
1085,2011-02-20
1086,2018-01-05
1087,2006-04-04
1088,2017-06-25
1089,2004-03-03
1090,2013-03-24
1091,2006-02-18
1092,2013-04-06
1093,2009-08-23
1094,2018-06-09
1095,2016-01-26
1096,2015-12-05
1097,2013-08-07
1098,2004-12-09
1099,2014-10-27
1100,2004-07-21
1101,2016-02-24
1102,2010-05-10
1103,2010-04-13
1104,2013-01-03
1105,2014-10-01
1106,2001-11-22
1107,2019-01-27
1108,2016-03-02
1109,2004-07-02
1110,2007-06-14
1111,2004-02-19
1112,2019-12-21
1113,2014-06-24
1114,2017-12-15
1115,2011-03-18
1116,2017-03-01
1117,2009-05-03
1118,2017-01-16
1119,2008-04-05
1120,2010-09-09
1121,2009-05-07
1122,2016-04-09
1123,2000-03-13
1124,2002-03-25
1125,2014-04-09
1126,2019-02-12
1127,2012-01-04
1128,2012-12-21
1129,2016-01-01
1130,2008-02-22
1131,2011-05-30
1132,2009-10-27
1133,2009-10-26
1134,2018-10-18
1135,2012-10-23
1136,2002-01-02
1137,2017-12-07
1138,2016-11-07
1139,2006-09-06
1140,2012-07-08
1141,2004-10-22
1142,2018-01-15
1143,2019-07-06
1144,2008-02-18
1145,2017-10-26
1146,2019-10-22
1147,2012-04-04
1148,2015-04-23
1149,2016-08-20
1150,2014-09-05
1151,2012-07-26
1152,2015-10-19
1153,2019-08-13
1154,2016-10-10
1155,2015-10-03
1156,2008-05-25
1157,2017-01-29
1158,2007-10-27
1159,2003-08-06
1160,2018-02-05
1161,2016-10-29
1162,2013-02-08
1163,2003-12-16
1164,2009-10-08
1165,2014-05-18
1166,2002-03-02
1167,2017-01-19
1168,2009-02-01
1169,2004-12-06
1170,2005-07-30
1171,2010-08-03
1172,2013-11-07
1173,2002-05-30
1174,2007-03-07
1175,2013-06-10
1176,1999-09-19
1177,2017-02-27
1178,2019-04-14
1179,2018-06-01
1180,2017-04-21
1181,2003-02-11
1182,2017-12-22
1183,2017-11-13
1184,2015-05-24
1185,2012-10-29
1186,2015-11-24
1187,2008-09-25
1188,2012-07-22
1189,2018-02-05
1190,2012-04-01
1191,2003-01-21
1192,2000-05-24
1193,2008-07-08
1194,2010-01-19
1195,2019-01-11
1196,1999-08-11
1197,2019-07-01
1198,2014-11-10
1199,2018-11-11
1200,2013-08-21
1201,2010-01-05
1202,2018-08-10
1203,2010-01-04
1204,2019-04-21
1205,2016-06-09
1206,2012-12-09
1207,2018-06-15
1208,2017-11-23
1209,2009-10-29
1210,2007-06-28
1211,2007-12-12
1212,2017-05-28
1213,2015-01-02
1214,2015-07-17
1215,2017-09-28
1216,2012-05-10
1217,2015-08-27
1218,2012-11-24
1219,2000-05-30
1220,2007-09-07
1221,2013-09-07
1222,2001-02-01
1223,2017-12-06
1224,2005-12-14
1225,2016-11-12
1226,2005-05-01
1227,2014-03-15
1228,2016-11-17
1229,2005-04-08
1230,2014-09-26
1231,2012-12-28
1232,2017-11-07
1233,2011-08-04
1234,2013-10-31
1235,2008-09-14
1236,2015-03-02
1237,2019-07-28
1238,2018-06-02
1239,2009-12-09
1240,2009-04-11
1241,2008-07-11
1242,2016-08-06
1243,2001-01-28
1244,2015-08-16
1245,2018-04-15
1246,2007-08-19
1247,2011-05-25
1248,2016-11-20
1249,2014-04-04
1250,2005-12-23
1251,2018-01-27
1252,2007-11-03
1253,2015-12-16
1254,2016-07-30
1255,2012-11-29
1256,2014-12-24
1257,2018-10-01
1258,2018-06-06
1259,2018-05-04
1260,2018-07-13
1261,2017-02-14
1262,2019-02-21
1263,2019-08-05
1264,2012-03-07
1265,2000-10-21
1266,2019-07-24
1267,2006-07-08
1268,2012-03-04
1269,2013-11-25
1270,2016-03-30
1271,2002-05-31
1272,2018-04-24
1273,2002-08-22
1274,2002-08-11
1275,2011-10-09
1276,2016-10-02
1277,2017-11-19
1278,2013-07-18
1279,2018-06-18
1280,2009-11-15
1281,2008-12-26
1282,2013-02-19
1283,2005-04-01
1284,2006-11-09
1285,2009-10-28
1286,2010-01-14
1287,2002-08-10
1288,1998-01-31
1289,2009-04-19
1290,2000-08-07
1291,2014-11-29
1292,2016-04-10
1293,2005-11-04
1294,2002-09-22
1295,2012-03-22
1296,2017-09-03
1297,2014-11-04
1298,2018-01-27
1299,2010-11-15
1300,2012-04-05
1301,2016-04-29
1302,2017-08-31
1303,2003-07-07
1304,2017-06-02
1305,2016-08-14
1306,2012-07-12
1307,2002-03-13
1308,2011-07-13
1309,2019-03-27
1310,2002-08-08
1311,2005-05-02
1312,2016-07-04
1313,2013-02-08
1314,2015-09-07
1315,2014-03-29
1316,2009-10-13
1317,2018-10-08
1318,2016-07-26
1319,2013-03-24
1320,2016-06-11
1321,2017-09-15
1322,2001-01-12
1323,2010-01-07
1324,2013-12-05
1325,2017-11-24
1326,2018-09-13
1327,2004-06-22
1328,2008-06-28
1329,2018-09-02
1330,2005-08-12
1331,2016-06-13
1332,2009-01-31
1333,2007-04-17
1334,2009-12-12
1335,2004-08-17
1336,2005-05-26
1337,2017-09-13
1338,2018-06-12
1339,2019-02-26
1340,2011-08-17
1341,2019-09-14
1342,2006-04-19
1343,2013-10-02
1344,2016-06-12
1345,1998-03-18
1346,2013-11-23
1347,2019-09-17
1348,2010-11-18
1349,2017-04-16
1350,2018-11-25
1351,2016-03-30
1352,2017-05-11
1353,2012-04-02
1354,2019-11-17
1355,2017-06-03
1356,2018-03-03
1357,2003-11-08
1358,2006-02-22
1359,2019-08-09
1360,1999-08-21
1361,2014-04-10
1362,2005-06-19
1363,2017-09-01
1364,2007-10-09
1365,2004-02-23
1366,2010-11-03
1367,2014-12-14
1368,2018-05-18
1369,2011-03-22
1370,2019-01-22
1371,2009-06-14
1372,2011-11-14
1373,2006-06-07
1374,2010-08-29
1375,2013-11-15
1376,2014-10-04
1377,2001-11-06
1378,2019-10-23
1379,2019-09-04
1380,2004-03-19
1381,2007-01-10
1382,2005-12-27
1383,2011-05-17
1384,2008-04-02
1385,2013-02-27
1386,2017-03-20
1387,2015-12-15
1388,2003-01-24
1389,2002-08-01
1390,2019-08-16
1391,2014-08-23
1392,2012-07-01
1393,2011-02-19
1394,2013-09-15
1395,2009-10-07
1396,2005-10-06
1397,2012-01-08
1398,2015-10-25
1399,2003-06-21
1400,2017-05-16
1401,2002-06-04
1402,2013-01-17
1403,2011-07-09
1404,2003-01-24
1405,2005-07-01
1406,2017-05-14
1407,2015-10-19
1408,2004-11-04
1409,2013-06-01
1410,2014-01-22
1411,2016-11-02
1412,2014-05-07
1413,2015-02-16
1414,2011-02-02
1415,2019-03-03
1416,2012-03-25
1417,2017-01-31
1418,2009-07-22
1419,1999-01-03
1420,2002-09-21
1421,2013-02-17
1422,2013-08-20
1423,2006-07-24
1424,2007-05-31
1425,2019-06-24
1426,2007-10-29
1427,2013-11-05
1428,2011-12-05
1429,1998-05-23
1430,2019-04-26
1431,2019-11-10
1432,2001-07-16
1433,2011-09-26
1434,2008-05-28
1435,2016-09-16
1436,2016-02-02
1437,2012-04-26
1438,2014-12-19
1439,2016-09-20
1440,2006-03-12
1441,2011-09-20
1442,2019-03-27
1443,2018-07-12
1444,2017-07-17
1445,2017-01-01
1446,2015-12-25
1447,2017-12-26
1448,2014-05-27
1449,2018-09-23
1450,2018-07-04
1451,2016-06-27
1452,2010-10-16
1453,2015-04-19
1454,2015-01-22
1455,2014-06-01
1456,2019-10-15
1457,2008-05-13
1458,2010-01-06
1459,2018-01-22
1460,2003-02-07
1461,2019-07-20
1462,2009-10-19
1463,2013-06-10
1464,2013-03-18
1465,2006-08-29
1466,2006-07-22
1467,2019-04-22
1468,2017-09-30
1469,2012-10-05
1470,2004-12-08
1471,2000-10-25
1472,2016-06-08
1473,2013-06-05
1474,2009-06-12
1475,2012-07-11
1476,2015-09-27
1477,2017-11-20
1478,2011-08-05
1479,2014-06-14
1480,2016-07-05
1481,2012-01-11
1482,2004-03-12
1483,2002-07-23
1484,2011-08-19
1485,2016-01-09
1486,2009-09-29
1487,2018-09-09
1488,2016-10-15
1489,2019-10-30
1490,2012-06-20
1491,2015-05-30
1492,2007-10-19
1493,2011-09-09
1494,2015-02-17
1495,2019-06-30
1496,2016-06-11
1497,2002-05-20
